pedido_id,item_id,cliente_id,produto_id,data_pedido,UF_Sigla,canal_venda,vendedor_id,quantidade,preco_unitario,desconto_percentual,custo_unitario,status_pedido
665,1197,397,5,2025-05-09,SP,Aplicativo,5,2,221.06,0.2189,185.65,Concluído
607,1097,174,17,2025-09-18,MS,Site Próprio,1,2,183.4,0.1139,127.08,Concluído
1316,2387,280,5,2024-12-14,GO,Marketplace,2,3,220.58,,185.65,Concluído
1301,2356,44,20,2025-09-03,SP,Marketplace,5,2,69.76,0.1936,55.18,Concluído
1031,1859,567,8,2025-12-15,RJ,Site Próprio,2,1,75.51,0.142,43.6,Concluído
1838,3366,380,36,2025-10-13,SP,Aplicativo,4,2,105.65,0.1848,66.1,Concluído
1420,2585,454,32,2025-11-22,SP,Aplicativo,2,2,312.66,0.2166,130.06,Concluído
642,1154,443,53,2024-08-10,SP,Aplicativo,5,3,286.62,0.1692,152.79,Concluído
558,1013,264,1,2024-11-14,CE,Marketplace,2,1,121.57,0.1202,91.78,Cancelado
1338,2426,159,6,2025-06-04,MG,Marketplace,2,2,64.57,0.0455,52.6,Concluído
312,568,153,38,2025-02-01,GO,Aplicativo,5,1,66.51,0.04,48.05,Concluído
825,1500,582,6,2024-11-13,BA,Site Próprio,4,1,64.57,0.071,52.6,Concluído
875,1587,543,47,2025-12-27,DF,Marketplace,2,1,147.84,0.0698,89.54,Concluído
927,1678,43,1,2024-11-05,SP,Site Próprio,6,2,147.71,0.3024,91.78,Concluído
2173,4006,289,5,2025-10-02,MS,Site Próprio,4,1,298.44,0.0779,185.65,Concluído
1818,3325,420,34,2025-05-16,SP,Site Próprio,5,2,78.34,0.1911,37.12,Concluído
2250,4148,538,17,2025-12-17,RJ,Site Próprio,5,3,216.64,0.2516,127.08,Concluído
2151,3955,397,46,2025-11-05,SP,Aplicativo,3,2,181.19,0.1608,81.26,Concluído
1765,3223,419,19,2024-10-27,SP,Aplicativo,5,2,507.95,0.1647,137.57,Concluído
2315,4267,184,46,2025-12-07,SP,Site Próprio,1,1,165.44,0.1716,81.26,Concluído
829,1507,245,5,2025-06-24,CE,Marketplace,2,1,201.84,0.0767,185.65,Concluído
2315,4268,184,17,2025-12-07,SP,Site Próprio,1,2,216.64,0.2777,127.08,Concluído
1087,1962,71,6,2025-11-17,SP,Marketplace,1,1,64.57,0.1893,52.6,Concluído
1915,3515,82,5,2025-05-20,MG,Marketplace,3,1,272.49,0.0497,185.65,Concluído
1918,3518,207,7,2025-08-04,SC,Marketplace,2,2,197.88,,103.55,Concluído
1207,2173,369,47,2024-12-06,RJ,Site Próprio,5,1,169.65,,89.54,Concluído
1809,3306,195,12,2024-04-20,SP,Site Próprio,5,1,489.38,0.1703,209.52,Concluído
2614,4813,203,22,2024-10-17,MG,Site Próprio,6,1,252.98,0.0537,88.13,Concluído
2325,4285,25,10,2025-05-02,MG,Site Próprio,3,1,238.53,0.0341,120.42,Concluído
1630,2963,361,5,2024-06-15,SP,Site Próprio,4,1,311.41,0.2395,185.65,Concluído
423,767,340,5,2025-07-26,BA,Marketplace,3,1,220.58,0.1051,185.65,Concluído
256,474,190,24,2025-10-05,SP,Aplicativo,4,1,477.17,0.2363,217.31,Concluído
2389,4400,352,35,2024-10-13,SP,Site Próprio,4,1,161.25,0.1854,79.44,Concluído
278,512,608,35,2024-10-01,SP,Marketplace,3,1,161.25,0.1941,79.44,Concluído
42,84,343,36,2024-05-21,ES,Aplicativo,2,3,96.67,0.0698,66.1,Concluído
245,450,223,1,2024-07-09,GO,Aplicativo,2,1,147.71,0.1586,91.78,Concluído
66,132,185,4,2025-10-27,RS,Marketplace,4,1,181.1,0.0515,160.15,Concluído
436,789,214,53,2024-02-23,PR,Site Próprio,2,1,366.23,0.0633,152.79,Concluído
371,668,36,8,2024-10-01,DF,Aplicativo,2,1,66.07,0.0775,43.6,Concluído
412,747,178,45,2025-05-27,SP,Site Próprio,4,1,65.63,0.1953,39.57,Concluído
2456,4524,258,41,2025-03-08,SP,Marketplace,6,2,412.22,0.1931,180.53,Concluído
2375,4367,395,14,2024-10-10,RJ,Site Próprio,2,1,219.8,0.135,105.23,Concluído
129,246,10,36,2024-05-26,PE,Site Próprio,5,1,124.29,0.0944,66.1,Concluído
1146,2064,568,51,2025-12-26,BA,Site Próprio,1,1,361.14,0.0709,201.19,Concluído
573,1040,438,36,2024-07-06,MG,Marketplace,1,1,130.51,0.0955,66.1,Concluído
1055,1906,276,47,2025-02-01,SC,Site Próprio,4,1,133.06,0.0987,89.54,Concluído
1154,2078,311,49,2025-03-09,SP,Aplicativo,1,1,143.75,0.2138,73.39,Cancelado
1974,3632,336,15,2025-03-24,SP,Site Próprio,6,1,50.56,0.2163,22.05,Concluído
47,96,322,50,2025-11-19,CE,Site Próprio,5,2,156.96,,118.05,Concluído
2625,4835,151,17,2024-09-21,PR,Marketplace,3,2,175.37,0.2313,127.08,Concluído
862,1565,47,24,2025-03-21,SP,Site Próprio,2,1,454.45,,217.31,Concluído
2176,4011,123,5,2025-08-18,RJ,Marketplace,1,2,233.56,0.1194,185.65,Concluído
2463,4538,638,41,2024-08-02,SC,Marketplace,6,2,392.59,0.0526,180.53,Concluído
2211,4076,338,10,2025-12-10,RS,Marketplace,6,1,274.31,0.0302,120.42,Cancelado
2596,4781,301,6,2024-11-20,RS,Site Próprio,4,1,91.16,0.1033,52.6,Concluído
1653,3002,578,16,2025-12-07,SP,Marketplace,3,1,248.42,0.2306,150.82,Concluído
1342,2433,150,45,2025-10-03,SP,Site Próprio,3,1,65.63,0.1709,39.57,Concluído
2282,4207,485,16,2024-07-04,RS,Aplicativo,3,1,276.02,0.0422,150.82,Concluído
539,975,457,46,2025-12-02,SP,Site Próprio,1,1,165.44,0.1843,81.26,Concluído
530,961,537,30,2025-07-15,RJ,Site Próprio,5,1,284.35,0.0732,145.7,Concluído
1710,3113,315,45,2025-05-12,MS,Site Próprio,2,3,87.51,0.0656,39.57,Concluído
2469,4550,520,27,2025-07-01,SP,Site Próprio,6,1,238.1,0.2068,88.49,Concluído
796,1445,545,33,2025-09-10,SC,Marketplace,4,1,170.97,0.1018,122.16,Concluído
1615,2937,139,51,2024-07-16,RS,Site Próprio,5,2,433.37,0.0384,201.19,Concluído
2218,4086,585,12,2025-08-02,DF,Marketplace,2,1,535.99,0.0996,209.52,Concluído
2502,4616,30,8,2024-03-16,RJ,Aplicativo,2,1,72.36,0.0749,43.6,Concluído
1457,2656,609,32,2024-12-18,RJ,Marketplace,4,1,231.1,0.086,130.06,Concluído
1227,2218,352,29,2024-08-22,SP,Aplicativo,2,3,151.89,0.1834,78.75,Concluído
1948,3563,232,47,2024-02-20,SP,Site Próprio,3,1,239.5,0.2178,89.54,Concluído
1233,2229,312,9,2025-01-18,RS,Marketplace,5,2,227.79,0.0897,108.49,Concluído
2152,3957,468,8,2025-11-03,SP,Site Próprio,5,1,53.48,0.1947,43.6,Concluído
2318,4275,396,40,2025-09-20,SC,Site Próprio,3,2,104.1,0.0394,53.25,Concluído
1774,3243,26,1,2025-11-13,SP,Site Próprio,1,1,172.33,0.2755,91.78,Concluído
1755,3200,351,15,2024-06-23,MA,Site Próprio,1,1,43.34,0.0747,22.05,Concluído
2501,4611,631,17,2024-08-03,SP,Marketplace,4,3,185.69,0.3386,127.08,Concluído
144,276,115,40,2025-12-26,MG,Marketplace,5,1,77.11,0.0319,53.25,Concluído
1832,3354,184,23,2024-11-11,SP,Site Próprio,4,3,80.83,0.3083,43.89,Concluído
1600,2907,406,24,2025-11-11,SP,Marketplace,5,3,545.34,0.1681,217.31,Concluído
2080,3829,395,36,2025-06-19,RJ,Site Próprio,4,2,149.15,0.1111,66.1,Concluído
2428,4472,453,12,2024-10-23,SP,Aplicativo,4,2,466.07,0.2033,209.52,Concluído
1445,2636,450,8,2024-11-01,MG,Marketplace,3,1,62.92,0.0945,43.6,Concluído
2223,4095,237,37,2025-04-02,SP,Site Próprio,1,3,127.8,0.2223,61.9,Concluído
1848,3385,26,17,2025-05-11,SP,Marketplace,2,1,216.64,0.2913,127.08,Concluído
1684,3059,464,36,2024-05-16,SP,Site Próprio,6,2,124.29,0.1836,66.1,Concluído
899,1633,436,35,2024-05-04,MA,Site Próprio,5,1,96.7,0.0826,79.44,Concluído
2565,4726,180,18,2025-06-27,SP,Site Próprio,5,1,648.34,0.1733,173.9,Concluído
2217,4085,646,6,2025-08-15,SP,Site Próprio,3,2,79.76,0.2105,52.6,Concluído
1439,2622,179,40,2024-08-13,SP,Marketplace,4,2,98.32,0.2231,53.25,Concluído
670,1209,128,29,2024-06-06,MT,Site Próprio,4,1,144.65,0.0678,78.75,Cancelado
396,709,65,6,2025-07-01,CE,Marketplace,5,3,56.27,0.0855,52.6,Concluído
283,518,631,46,2025-04-05,SP,Marketplace,2,1,105.04,0.2393,81.26,Concluído
664,1196,150,7,2024-11-03,SP,Marketplace,1,1,125.64,0.1628,103.55,Concluído
2274,4194,136,5,2025-05-22,SP,Marketplace,3,1,259.51,0.1924,185.65,Concluído
375,675,528,5,2025-12-09,PE,Site Próprio,3,2,201.84,0.1092,185.65,Concluído
779,1415,89,14,2025-07-27,RJ,Marketplace,2,1,155.69,0.0975,105.23,Concluído
1578,2858,90,46,2024-11-10,RJ,Marketplace,5,1,140.05,0.1195,81.26,Concluído
2119,3903,403,1,2025-04-15,SP,Site Próprio,5,1,172.33,0.2986,91.78,Concluído
2494,4597,58,16,2024-05-25,SP,Aplicativo,2,1,289.82,0.2179,150.82,Concluído
1129,2035,347,13,2024-08-27,MS,Site Próprio,4,2,140.67,0.0909,77.45,Concluído
1009,1813,450,39,2025-07-17,MG,Marketplace,2,1,520.48,0.0514,144.85,Concluído
2150,3954,294,38,2025-05-10,SP,Site Próprio,4,1,95.07,0.2057,48.05,Concluído
679,1223,361,20,2025-11-22,SP,Aplicativo,1,1,83.71,0.1861,55.18,Concluído
2196,4047,221,29,2025-05-23,SP,Marketplace,2,1,151.89,0.2226,78.75,Concluído
753,1365,213,3,2025-10-22,CE,Site Próprio,6,1,66.65,0.1042,26.91,Concluído
248,454,555,30,2025-12-19,SP,Marketplace,2,2,234.03,0.2197,145.7,Concluído
2622,4827,435,17,2025-10-19,RS,Marketplace,2,2,175.37,0.2147,127.08,Concluído
190,357,348,25,2025-08-21,SC,Marketplace,3,2,21.53,0.0834,16.13,Concluído
1229,2221,134,52,2024-10-18,SC,Marketplace,2,1,191.32,0.0623,115.34,Concluído
806,1460,146,31,2024-06-19,DF,Site Próprio,6,1,54.11,0.0345,39.52,Concluído
1333,2417,631,12,2025-05-08,SP,Marketplace,5,1,419.47,0.1665,209.52,Concluído
1286,2329,202,6,2025-08-16,SP,Site Próprio,4,2,79.76,0.1649,52.6,Concluído
1215,2191,253,20,2024-12-16,RJ,Marketplace,3,2,80.05,0.1299,55.18,Concluído
408,738,446,52,2025-08-22,RS,Site Próprio,2,2,191.32,0.0501,115.34,Concluído
677,1219,7,3,2025-12-02,RJ,Marketplace,1,1,49.37,0.0773,26.91,Concluído
493,893,506,3,2025-04-14,BA,Site Próprio,2,2,38.64,0.0378,26.91,Concluído
1107,1998,139,5,2024-10-18,RS,Marketplace,1,1,311.41,0.077,185.65,Concluído
1925,3530,379,41,2024-04-21,PR,Site Próprio,2,1,412.22,0.1088,180.53,Cancelado
1164,2095,73,5,2025-02-08,SP,Site Próprio,6,3,311.41,0.1934,185.65,Concluído
1590,2886,411,35,2025-08-12,RJ,Site Próprio,5,1,130.54,0.1291,79.44,Concluído
1934,3544,633,23,2025-01-25,PR,Marketplace,4,2,51.32,0.1717,43.89,Concluído
1050,1896,610,8,2025-07-19,SC,Marketplace,1,1,56.63,0.0329,43.6,Concluído
308,562,390,29,2025-12-17,SP,Marketplace,3,2,151.89,0.164,78.75,Concluído
1538,2787,345,46,2024-11-19,MG,Marketplace,3,1,141.8,0.0344,81.26,Concluído
1713,3120,585,34,2024-04-24,DF,Marketplace,3,1,105.99,0.0994,37.12,Concluído
1952,3572,261,31,2025-07-10,MG,Site Próprio,6,1,68.99,0.0905,39.52,Concluído
1108,2001,377,17,2025-06-02,SP,Site Próprio,5,1,175.37,0.3522,127.08,Concluído
490,885,28,6,2025-05-20,ES,Site Próprio,5,1,87.36,0.0792,52.6,Cancelado
1854,3398,535,4,2025-03-16,PE,Site Próprio,6,1,230.9,0.11,160.15,Concluído
2434,4485,187,8,2024-07-10,MS,Site Próprio,5,1,53.48,0.0607,43.6,Concluído
795,1443,463,4,2025-11-04,RJ,Site Próprio,5,1,285.23,0.1441,160.15,Concluído
1976,3635,65,6,2025-10-13,CE,Marketplace,4,2,75.96,0.0708,52.6,Concluído
397,713,360,42,2025-05-22,CE,Marketplace,5,1,60.49,0.0884,37.56,Concluído
343,623,342,12,2024-05-01,RS,Marketplace,2,1,535.99,0.0351,209.52,Concluído
2104,3874,271,7,2025-12-01,RJ,Site Próprio,4,2,188.46,0.1152,103.55,Concluído
465,841,352,46,2025-07-12,SP,Site Próprio,6,1,165.44,0.2081,81.26,Concluído
379,682,132,41,2025-06-20,MG,Site Próprio,5,1,392.59,0.0836,180.53,Concluído
820,1490,603,38,2025-11-09,RS,Marketplace,5,1,66.51,0.103,48.05,Cancelado
1685,3062,482,43,2024-02-01,SP,Site Próprio,4,1,353.54,0.1844,182.69,Concluído
572,1036,610,21,2025-07-08,SC,Aplicativo,2,1,154.26,0.0647,94.68,Concluído
1828,3347,88,14,2025-06-21,BA,Site Próprio,5,1,192.33,0.0826,105.23,Concluído
1444,2634,437,8,2024-12-21,RJ,Site Próprio,2,1,75.51,0.0866,43.6,Concluído
2059,3791,568,5,2024-12-23,BA,Site Próprio,5,1,259.51,0.0554,185.65,Concluído
1548,2802,158,22,2025-08-04,PR,Marketplace,4,1,289.12,0.0656,88.13,Concluído
1512,2746,509,5,2025-11-04,PE,Site Próprio,1,1,220.58,0.0555,185.65,Concluído
1868,3424,411,46,2024-11-03,RJ,Site Próprio,6,1,133.92,0.1341,81.26,Concluído
1874,3433,32,32,2025-04-07,CE,Site Próprio,6,2,244.69,0.0704,130.06,Concluído
1642,2984,244,45,2025-04-03,SP,Site Próprio,4,1,61.99,0.2329,39.57,Concluído
1620,2944,431,31,2025-12-07,PR,Site Próprio,2,1,73.05,0.04,39.52,Concluído
2314,4265,343,8,2025-08-09,ES,Site Próprio,1,3,66.07,0.0469,43.6,Concluído
2550,4694,204,5,2024-08-24,SP,Site Próprio,6,1,272.49,0.186,185.65,Concluído
953,1719,77,30,2025-07-26,SP,Site Próprio,1,1,331.74,0.1687,145.7,Concluído
2588,4764,341,31,2025-12-14,MG,Site Próprio,3,2,93.34,0.0707,39.52,Concluído
1936,3548,14,25,2024-08-15,DF,Site Próprio,4,1,35.91,0.0902,16.13,Concluído
931,1683,264,3,2024-10-20,CE,Marketplace,5,1,57.96,0.0399,26.91,Concluído
1829,3348,541,25,2024-11-26,PE,Site Próprio,1,2,29.07,0.0954,16.13,Concluído
1797,3286,360,26,2024-09-06,CE,Marketplace,6,2,309.42,0.0303,164.45,Concluído
2304,4248,603,21,2024-10-17,RS,Site Próprio,2,1,145.69,0.0766,94.68,Concluído
2206,4066,589,52,2024-12-11,SP,Site Próprio,2,1,271.2,0.1628,115.34,Concluído
588,1063,46,23,2025-06-05,SP,Marketplace,6,2,57.02,0.309,43.89,Concluído
1026,1850,174,19,2025-12-07,MS,Marketplace,3,1,609.54,0.0313,137.57,Concluído
599,1083,214,17,2024-03-23,PR,Marketplace,4,1,237.27,0.1652,127.08,Concluído
650,1168,635,17,2025-07-11,MG,Marketplace,5,1,216.64,0.1675,127.08,Concluído
923,1671,372,44,2025-11-12,BA,Site Próprio,2,2,191.7,0.088,119.7,Concluído
1714,3123,20,49,2024-11-22,SP,Marketplace,1,1,131.25,0.1735,73.39,Concluído
1608,2920,30,5,2025-11-09,RJ,Site Próprio,1,1,298.44,0.092,185.65,Concluído
721,1298,75,5,2025-12-25,PR,Site Próprio,1,1,259.51,0.1052,185.65,Concluído
2127,3917,487,49,2025-06-21,PR,Aplicativo,1,1,125.0,0.0411,73.39,Concluído
1893,3472,556,36,2024-05-03,RS,Site Próprio,1,1,124.29,0.0922,66.1,Concluído
67,133,24,17,2025-11-09,DF,Marketplace,4,3,152.83,,127.08,Concluído
2013,3707,328,18,2025-07-12,PE,Marketplace,5,1,583.5,0.0809,173.9,Concluído
2204,4060,494,4,2024-11-12,MA,Site Próprio,4,1,312.39,0.0606,160.15,Concluído
1816,3322,516,32,2025-11-06,RJ,Site Próprio,4,2,171.18,0.1177,130.06,Concluído
2079,3826,532,53,2024-11-10,SP,Site Próprio,6,2,270.7,0.1635,152.79,Concluído
340,616,399,1,2025-11-25,SC,Marketplace,5,2,109.41,0.1385,91.78,Concluído
1219,2202,296,6,2024-11-22,DF,Marketplace,6,2,56.27,0.0575,52.6,Concluído
25,52,321,45,2025-04-26,SP,Site Próprio,2,1,64.82,0.2262,39.57,Cancelado
1415,2577,164,29,2025-12-03,BA,Site Próprio,3,1,130.19,0.0572,78.75,Concluído
1259,2274,611,6,2025-12-13,SC,Site Próprio,4,2,79.76,0.0369,52.6,Concluído
611,1108,94,5,2024-04-12,PR,Site Próprio,3,2,163.4,0.105,185.65,Concluído
2477,4567,58,13,2025-10-18,SP,Aplicativo,6,2,140.67,,77.45,Concluído
1273,2305,132,5,2024-11-04,MG,Marketplace,2,3,259.51,0.0453,185.65,Concluído
553,1004,166,1,2025-12-25,RJ,Marketplace,6,1,103.33,0.1702,91.78,Concluído
2634,4856,322,42,2025-03-06,CE,Site Próprio,1,2,70.58,0.0861,37.56,Concluído
1697,3088,47,1,2025-11-17,SP,Site Próprio,5,2,164.12,0.3309,91.78,Concluído
1853,3397,363,36,2025-10-05,RS,Site Próprio,3,1,105.65,0.0725,66.1,Concluído
1028,1855,80,41,2024-06-25,CE,Site Próprio,5,1,353.33,0.0772,180.53,Concluído
2638,4864,385,53,2024-06-18,DF,Marketplace,2,2,318.47,0.0849,152.79,Concluído
2375,4368,395,5,2024-10-10,RJ,Site Próprio,2,1,311.41,0.1282,185.65,Concluído
2567,4730,216,52,2024-05-03,RJ,Aplicativo,5,2,271.2,0.0976,115.34,Concluído
1764,3220,576,8,2024-07-19,SP,Site Próprio,3,1,56.63,0.2155,43.6,Concluído
1415,2578,164,5,2025-12-03,BA,Site Próprio,3,1,233.56,0.0704,185.65,Concluído
70,139,231,42,2025-09-14,RS,Site Próprio,2,1,42.32,0.0717,37.56,Concluído
1082,1952,243,24,2024-12-07,SP,Marketplace,2,1,454.45,0.2037,217.31,Concluído
805,1458,164,18,2025-01-24,BA,Site Próprio,2,1,583.5,0.0988,173.9,Concluído
630,1138,47,35,2025-04-14,SP,Marketplace,6,1,153.58,0.2091,79.44,Concluído
2230,4112,73,25,2024-11-06,SP,Site Próprio,6,1,41.03,0.1935,16.13,Concluído
57,116,526,4,2024-05-10,SP,Marketplace,3,3,241.46,0.2281,160.15,Concluído
656,1180,362,6,2025-12-07,BA,Site Próprio,2,2,91.16,0.0392,52.6,Concluído
435,786,72,52,2024-08-14,SP,Site Próprio,1,1,271.2,0.1737,115.34,Concluído
740,1335,249,17,2025-09-13,MG,Site Próprio,3,1,185.69,0.1476,127.08,Concluído
1261,2281,422,24,2024-06-09,SP,Site Próprio,1,1,386.28,0.2258,217.31,Concluído
313,570,599,9,2024-11-12,SC,Aplicativo,4,1,194.04,0.0875,108.49,Concluído
917,1663,258,42,2025-05-25,SP,Aplicativo,2,1,70.58,0.2128,37.56,Concluído
1509,2739,188,41,2025-08-21,ES,Marketplace,3,1,333.7,0.069,180.53,Concluído
1037,1869,104,16,2024-07-10,SP,Marketplace,3,1,317.42,0.2252,150.82,Concluído
1845,3381,297,29,2025-12-06,SP,Site Próprio,1,1,128.58,0.1877,78.75,Concluído
784,1423,500,44,2025-05-11,MG,Site Próprio,1,1,202.98,0.0325,119.7,Concluído
2351,4334,605,33,2025-01-03,PE,Site Próprio,2,1,196.19,0.0655,122.16,Concluído
122,232,188,17,2024-11-12,ES,Site Próprio,4,1,129.91,0.1605,127.08,Concluído
1897,3478,215,6,2025-10-13,SP,Site Próprio,2,1,56.27,0.2156,52.6,Concluído
2124,3911,552,30,2025-05-04,SP,Marketplace,1,2,268.55,0.166,145.7,Concluído
235,432,214,41,2024-06-22,PR,Marketplace,1,1,334.43,0.106,180.53,Concluído
2204,4061,494,23,2024-11-12,MA,Site Próprio,4,2,88.52,0.1853,43.89,Concluído
536,969,476,46,2025-09-07,AM,Site Próprio,5,1,133.92,0.0433,81.26,Concluído
228,423,472,5,2025-12-11,SC,Marketplace,5,2,230.68,,185.65,Concluído
2288,4221,632,6,2025-03-09,SP,Site Próprio,4,2,87.36,0.1815,52.6,Concluído
2129,3922,476,8,2024-05-07,AM,Site Próprio,4,1,53.48,0.0684,43.6,Concluído
1867,3423,630,43,2025-11-23,SP,Marketplace,1,1,305.53,0.1799,182.69,Concluído
1510,2742,122,27,2025-08-05,MS,Marketplace,4,1,272.11,0.0539,88.49,Concluído
2021,3723,638,17,2024-05-10,SC,Site Próprio,4,2,206.32,0.1354,127.08,Concluído
1884,3454,331,11,2025-09-13,CE,Marketplace,6,1,258.28,0.0734,139.55,Concluído
1960,3594,114,28,2025-11-04,PA,Site Próprio,5,1,302.07,0.1007,142.78,Concluído
602,1087,589,5,2025-09-18,SP,Aplicativo,4,2,201.84,0.2129,185.65,Concluído
1547,2800,428,25,2024-11-27,MS,Marketplace,6,2,29.07,0.0389,16.13,Concluído
2449,4511,525,8,2024-11-14,RS,Marketplace,5,1,62.92,0.0746,43.6,Concluído
841,1527,387,7,2024-07-07,SC,Marketplace,2,3,160.19,0.0893,103.55,Concluído
1450,2645,102,49,2025-03-05,SC,Marketplace,6,1,125.0,0.0726,73.39,Concluído
2412,4441,621,28,2025-07-01,PR,Marketplace,5,1,302.07,0.0585,142.78,Concluído
635,1147,227,28,2025-12-10,SP,Site Próprio,1,2,262.67,0.1694,142.78,Concluído
1641,2982,392,40,2024-11-23,SP,Site Próprio,6,1,133.02,0.1612,53.25,Concluído
1997,3674,235,9,2024-04-27,RJ,Marketplace,5,2,227.79,0.1036,108.49,Concluído
97,187,93,47,2025-08-27,PR,Marketplace,1,1,125.66,0.0597,89.54,Concluído
443,801,553,52,2024-06-21,MS,Site Próprio,1,1,162.62,0.0918,115.34,Concluído
984,1773,542,23,2024-12-10,RJ,Marketplace,2,1,76.98,,43.89,Concluído
2636,4860,648,46,2025-12-20,GO,Site Próprio,6,1,157.56,0.0676,81.26,Concluído
586,1059,583,5,2025-11-11,SP,Site Próprio,3,1,298.44,0.1727,185.65,Concluído
1224,2212,301,28,2024-07-09,RS,Site Próprio,6,2,315.2,0.0818,142.78,Concluído
329,597,413,14,2025-06-14,PE,Site Próprio,1,1,122.11,0.0799,105.23,Concluído
1810,3310,494,23,2024-11-10,MA,Site Próprio,5,2,88.52,0.1543,43.89,Concluído
1285,2327,360,24,2024-04-22,CE,Marketplace,1,1,409.01,0.075,217.31,Concluído
1520,2757,343,18,2025-06-05,ES,Marketplace,3,1,680.75,0.1066,173.9,Concluído
134,256,291,12,2025-10-22,PE,Site Próprio,5,1,293.45,0.0846,209.52,Concluído
167,316,461,36,2025-10-03,MG,Site Próprio,2,2,96.67,0.0338,66.1,Concluído
846,1537,350,14,2024-12-16,PR,Marketplace,4,1,164.85,0.1099,105.23,Concluído
1660,3015,387,1,2024-08-16,SC,Marketplace,3,1,139.5,0.1885,91.78,Concluído
629,1135,109,13,2025-05-19,RS,Site Próprio,6,1,99.24,0.0619,77.45,Concluído
1360,2468,513,40,2025-07-14,SP,Site Próprio,4,1,72.83,0.2013,53.25,Concluído
2424,4466,475,23,2025-12-19,RJ,Marketplace,1,1,76.98,0.2317,43.89,Concluído
2207,4069,467,30,2025-12-19,RJ,Marketplace,4,1,331.74,0.1438,145.7,Concluído
2335,4303,203,5,2025-08-06,MG,Site Próprio,5,3,272.49,,185.65,Concluído
194,361,581,20,2024-11-07,BA,Site Próprio,5,1,69.76,0.1036,55.18,Concluído
500,906,105,42,2025-02-01,MS,Site Próprio,3,2,42.32,0.0338,37.56,Concluído
1258,2271,375,22,2025-09-08,PR,Site Próprio,1,2,240.93,0.0715,88.13,Concluído
2085,3839,437,11,2024-11-06,RJ,Site Próprio,1,3,295.18,0.1283,139.55,Concluído
707,1273,94,34,2025-09-21,PR,Site Próprio,2,1,78.34,0.0644,37.12,Concluído
760,1376,96,12,2024-07-01,PE,Site Próprio,5,2,535.99,0.0388,209.52,Concluído
1256,2268,511,15,2024-04-26,BA,Site Próprio,4,3,40.93,0.0517,22.05,Concluído
204,379,213,9,2025-12-25,CE,Marketplace,2,3,194.04,0.0484,108.49,Concluído
1267,2298,590,33,2025-03-21,RS,Marketplace,1,3,207.73,0.0469,122.16,Concluído
840,1525,145,6,2025-03-03,RS,Site Próprio,3,2,64.57,0.0584,52.6,Concluído
961,1733,532,21,2025-10-18,SP,Marketplace,5,1,145.69,0.1712,94.68,Cancelado
390,700,98,34,2025-11-07,BA,Site Próprio,1,1,68.27,0.0329,37.12,Concluído
541,980,341,3,2025-06-23,MG,Site Próprio,3,1,49.37,0.0879,26.91,Concluído
2637,4863,610,17,2025-06-03,SC,Site Próprio,3,1,185.69,0.1398,127.08,Concluído
955,1724,36,31,2025-02-10,DF,Site Próprio,4,2,85.22,0.0608,39.52,Concluído
1734,3165,318,5,2024-02-08,PE,Site Próprio,3,2,220.58,0.0836,185.65,Concluído
2017,3714,551,5,2024-06-21,SP,Site Próprio,4,1,259.51,0.2124,185.65,Concluído
229,424,43,49,2024-11-18,SP,Marketplace,4,1,83.33,0.202,73.39,Concluído
1799,3290,277,1,2024-03-15,RJ,Marketplace,6,1,139.5,,91.78,Concluído
2572,4739,433,3,2025-11-02,ES,Marketplace,4,1,60.85,0.0535,26.91,Concluído
2070,3806,310,50,2025-11-07,RS,Site Próprio,1,2,171.54,0.0996,118.05,Concluído
1269,2300,55,25,2025-09-25,SC,Site Próprio,6,1,34.2,0.0469,16.13,Concluído
1043,1884,177,12,2024-11-11,SP,Marketplace,2,1,489.38,0.2118,209.52,Concluído
798,1448,228,30,2025-12-25,SP,Marketplace,1,1,234.03,0.1649,145.7,Concluído
2626,4836,511,27,2025-12-15,BA,Site Próprio,4,2,192.75,0.0371,88.49,Concluído
2485,4582,571,24,2024-11-02,SC,Marketplace,2,1,477.17,0.0464,217.31,Concluído
1526,2766,413,5,2025-10-18,PE,Marketplace,1,1,233.56,0.0484,185.65,Concluído
1783,3259,92,6,2024-09-24,RS,Marketplace,6,1,64.57,0.0534,52.6,Cancelado
1497,2722,317,28,2025-12-07,SC,Site Próprio,2,2,275.8,0.0779,142.78,Concluído
2530,4665,461,44,2025-05-03,MG,Site Próprio,6,1,236.81,0.1034,119.7,Concluído
402,722,359,7,2025-05-06,SP,Marketplace,2,1,188.46,0.1757,103.55,Concluído
1567,2832,414,6,2024-01-23,RS,Site Próprio,1,1,79.76,0.0613,52.6,Concluído
24,49,592,5,2025-11-27,MG,Marketplace,3,2,192.23,0.1055,185.65,Concluído
2469,4549,520,12,2025-07-01,SP,Site Próprio,6,2,489.38,0.2161,209.52,Concluído
78,157,440,6,2025-08-07,BA,Marketplace,2,2,59.08,0.09,52.6,Concluído
2345,4324,9,36,2024-07-10,DF,Site Próprio,5,1,105.65,0.0828,66.1,Concluído
2039,3759,131,25,2025-09-05,BA,Site Próprio,5,1,34.2,0.0905,16.13,Concluído
785,1424,566,47,2024-09-21,GO,Site Próprio,3,1,125.66,0.0515,89.54,Concluído
267,493,379,36,2025-12-11,PR,Site Próprio,2,2,130.51,0.0424,66.1,Concluído
2326,4287,44,33,2025-05-22,SP,Marketplace,2,2,230.81,0.1737,122.16,Concluído
